country_code,year,life_expectancy_who
UKR,2019,73.00449182
FSM,2019,63.28102383
MKD,2020,74.37069175
CUB,2018,75.55374943
WB_HI,2016,83.05388213
BGD,2016,73.44362068
SEN,2019,67.08427725
BHR,2014,75.64496177
GUY,2016,64.34995059
AFG,2015,61.49359656
CIV,2018,65.66438966
ITA,2020,79.7608926
LBR,2016,61.65518424
TUR,2019,75.0887461
AZE,2020,71.43112767
MDV,2015,79.21913295
NGA,2015,60.20088952
SYR,2021,74.3900932
PRY,2018,78.17311793
KIR,2018,64.71022773
NPL,2015,68.1425351
GTM,2021,68.69573697
HRV,2020,77.86469683
NER,2019,61.52122264
JPN,2015,83.99957263
LTU,2014,74.49843919
PRI,2016,83.37869963
COG,2021,63.7945013
DOM,2017,70.17130921
ETH,2014,64.88790296
LUX,2020,82.82955161
WSM,2019,69.99170791
ZWE,2018,60.66818394
BTN,2014,74.06622515
BGR,2014,77.87752325
BFA,2021,62.29728841
UZB,2021,70.16406152
UGA,2021,68.9808287
BLR,2016,78.88104449
MLI,2017,61.48831136
BRN,2019,78.15715385
BGR,2021,71.30586
SRB,2016,75.67951218
MWI,2016,65.24444223
SOM,2016,53.9446075
WB_LMI,2021,65.33251985
COM,2014,65.99997003
AMR,2015,74.13609065
CRI,2021,81.50602905
COD,2019,61.83901232
TON,2021,70.21465679
GAB,2021,65.09380891
YEM,2015,70.3807173
GAB,2020,68.05503406
ISL,2019,81.10092217
SEN,2017,68.11975233
KWT,2014,84.53564848
FRA,2020,81.87409035
NZL,2016,80.10046692
BRN,2021,78.56670577
PER,2018,78.99013811
JAM,2016,69.59322352
DEU,2016,78.35184162
JAM,2016,75.2312798
TJK,2014,73.89104445
COG,2017,63.19296014
LCA,2019,72.5305598
JPN,2018,87.05557891
THA,2020,73.23530393
GRD,2018,75.53801059
GUY,2017,71.51882469
LVA,2021,77.89727935
UGA,2017,61.81729071
DOM,2017,76.93329049
IRQ,2016,71.1253103
KEN,2016,62.60123826
DZA,2021,76.63874776
VUT,2018,64.02998651
ECU,2015,77.15293465
DZA,2020,72.97748221
LVA,2015,74.8108617
HRV,2014,78.05645984
ARM,2020,62.7331864
DJI,2021,63.04217767
ISL,2016,83.64250607
TON,2018,70.27688703
AFR,2015,64.36441282
JPN,2014,80.84659743
CHN,2018,74.38892389
BEL,2016,81.07460591
ESP,2017,80.07545191
ALB,2014,78.01445206
AUT,2018,81.42361625
GAB,2019,62.60958452
BEN,2017,63.34863103
SEN,2018,66.79409324
CHN,2017,74.15977494
GEO,2014,76.98405843
GRC,2018,81.05191982
DOM,2014,76.83606219
COM,2021,67.4970386
BFA,2016,58.87874306
KIR,2017,65.03646385
RUS,2018,72.66311936
SOM,2016,56.44009449
PRT,2017,83.97663525
SEN,2020,68.56112195
WB_LI,2020,66.38332427
MEX,2019,75.8344286
SRB,2020,71.48874247
BRA,2020,74.11393563
SAU,2021,75.7321027
CMR,2017,60.64260038
LTU,2019,76.24761609
FIN,2015,78.48769537
BIH,2017,74.91483188
MEX,2020,75.09246369
VCT,2020,75.56511994
MWI,2016,59.24498094
VEN,2021,71.22082891
ROU,2015,71.37523244
ISR,2021,81.74464677
MDV,2016,77.72035574
COL,2016,77.57662615
KGZ,2018,69.66500342
SSD,2014,59.09264997
ATG,2019,74.0482574
GEO,2020,68.32764147
BEL,2017,81.1512532
SWE,2019,81.167954
GBR,2021,80.10062783
SEAR,2016,70.51674285
DEU,2014,83.06525112
NOR,2020,81.31818645
UZB,2015,67.1117981
CHL,2021,81.42331442
HUN,2018,72.6429573
PHL,2019,66.04864352
GNQ,2016,60.85942801
CYP,2014,81.84705653
VNM,2019,69.5096504
NOR,2021,81.50302217
NAM,2018,62.82854728
LBR,2014,58.02219712
CRI,2018,77.67558091
TKM,2015,68.83222809
PNG,2014,65.75249158
NOR,2017,80.77622349
MRT,2014,69.27692167
GLOBAL,2015,69.62753756
ARG,2016,79.18744687
ATG,2015,75.61540401
NER,2020,59.23802406
THA,2021,71.76037025
EGY,2015,67.50023556
MEX,2019,78.89055151
GLOBAL,2021,68.89192705
MRT,2017,69.73990751
FJI,2014,67.72103011
MNE,2016,74.20702713
GIN,2019,62.35581084
LKA,2019,74.31605462
BWA,2015,63.90389304
BTN,2016,73.28424565
MEX,2015,73.32496192
MYS,2014,76.71751251
SYR,2019,65.37072192
GEO,2016,77.22910417
SDN,2019,69.46506253
BRA,2018,71.93983685
PRK,2017,71.92237066
TUN,2020,74.70563933
GUY,2014,66.55197342
SAU,2017,76.43989666
BRN,2016,76.41822612
SSD,2016,61.27711035
BRA,2020,70.67156046
BRN,2020,78.29446762
NIC,2016,77.92580193
VCT,2015,70.60001746
YEM,2018,63.16208768
MKD,2014,75.25754035
CAF,2021,49.57149039
AZE,2018,77.52008302
FRA,2021,84.6861417
JOR,2019,79.72852788
LSO,2015,51.69732437
TLS,2015,66.42465529
SLE,2018,60.7696505
MYS,2014,72.94124667
ARG,2020,76.22884718
QAT,2021,76.7101384
MOZ,2015,55.85530982
SRB,2019,78.46102701
LAO,2018,68.05389772
CPV,2014,74.86891105
TZA,2021,65.23878398
VNM,2019,77.99629809
SDN,2014,69.24778387
OMN,2014,71.82010186
CAF,2017,51.26742466
ITA,2018,84.76618615
SYR,2016,70.32472717
DOM,2021,73.32102758
KHM,2018,69.35586113
BGD,2018,74.98281236
MDV,2014,78.79082397
KIR,2021,63.95900121
IRN,2015,77.27827213
PSE,2014,72.40557778
WB_HI,2017,80.58823029
BFA,2016,63.73359272
AUT,2015,80.98621911
ISL,2014,80.6440713
ISL,2017,82.27340584
AZE,2014,74.65631741
GIN,2018,61.81988032
ARG,2021,71.59453095
BEN,2016,60.64748058
WB_LI,2014,64.27935275
ECU,2014,74.38904772
MRT,2021,69.36220641
SVK,2017,77.09456027
LBR,2015,60.37754989
IRN,2019,77.78361908
DNK,2021,82.90091898
ITA,2020,81.93997914
LKA,2018,80.0942993
HND,2015,71.88743309
NGA,2014,59.79643643
DZA,2014,75.63397737
BEN,2015,65.04980155
CPV,2019,78.2256663
LVA,2016,79.53983969
TLS,2017,68.23558592
ZAF,2018,68.30577323
CUB,2016,80.44307494
ARG,2021,77.57790712
TTO,2015,74.35412517
CPV,2017,74.91155361
VCT,2021,72.55709418
JPN,2019,81.70268397
MNG,2017,70.09899409
AFG,2020,59.33504278
UKR,2014,76.08664407
EMR,2015,67.30536851
FSM,2014,65.26774587
CZE,2021,80.27144322
AUT,2021,83.30324613
BEN,2017,65.75690777
TON,2018,72.84423109
CMR,2020,62.18085382
ALB,2021,78.6123883
BRA,2017,74.98912241
KEN,2021,69.21556653
DZA,2021,75.50643476
TJK,2019,72.28292306
GNQ,2019,61.38714512
ISL,2015,80.65455941
AZE,2014,70.73992058
ARM,2014,74.19757704
KEN,2017,68.14162501
ARM,2019,70.81724463
KWT,2019,86.43459677
VNM,2018,69.33953152
ESP,2020,79.31605523
GBR,2017,82.61752949
DZA,2014,76.45753672
HTI,2017,63.2460029
JOR,2015,78.98944897
AFG,2021,60.98603789
SUR,2017,70.28839556
MDA,2016,67.79445083
CHE,2014,80.83708046
WB_LMI,2020,66.96124544
NPL,2017,70.84484004
FIN,2021,84.0616354
EST,2017,78.2161445
RWA,2020,68.26351399
CPV,2015,74.82831017
SOM,2019,55.21397342
LBN,2019,81.46533373
SSD,2014,61.31241349
BRB,2020,78.59215056
DNK,2014,80.51401409
SLB,2015,67.79097179
GTM,2017,72.69594645
OMN,2021,72.47676726
MKD,2018,76.46395817
BDI,2021,62.04709297
BWA,2020,62.68744327
BWA,2014,59.43840968
SUR,2019,69.9886663
PRT,2018,78.02010294
ARG,2019,79.91026128
PNG,2019,66.67377821
SYC,2019,76.65300423
CIV,2021,63.5174083
ARG,2014,79.65047524
NAM,2015,61.8615054
TJK,2014,70.24014041
UZB,2015,69.42591804
NIC,2015,78.26048387
WB_LI,2017,61.0571166
SSD,2014,56.89529775
COD,2014,59.46084106
BEL,2014,83.27119692
CRI,2014,78.08281457
CAN,2020,81.29950989
ETH,2021,69.74860163
COM,2017,66.6678842
WB_UMI,2019,72.73311728
EMR,2015,70.68140443
BFA,2019,62.61228276
TTO,2014,74.31626767
DEU,2020,80.79637728
NER,2021,60.93901222
MDV,2021,76.59470056
AMR,2019,74.41702666
SVN,2014,83.52849775
ROU,2019,79.23492015
CHN,2020,77.48113543
BGR,2015,71.17438409
FJI,2018,67.86709271
LSO,2021,54.60295142
MLI,2018,61.31661022
AFR,2016,61.01339287
ERI,2015,59.62831674
GRD,2016,75.34926635
CAF,2017,48.31672349
BDI,2020,66.6720934
CYP,2021,83.96356978
PRY,2015,72.39058734
KAZ,2020,67.03899862
ERI,2016,60.03274719
BOL,2016,71.32068712
LBY,2020,70.37431397
PAK,2019,67.02931501
MUS,2021,73.41967032
BEN,2014,60.01569183
HRV,2019,81.58887521
JAM,2014,75.11903731
HTI,2021,61.69967338
MOZ,2020,61.80654711
CYP,2019,84.15618588
ARM,2019,79.78818383
BDI,2017,61.73259203
GNB,2015,59.89196432
COD,2015,58.06932062
FJI,2019,70.08660188
BLZ,2014,74.2195742
KHM,2015,71.3554962
COL,2014,74.69923307
LTU,2017,75.48786469
WSM,2015,70.01944065
MDA,2016,75.80097726
AUS,2021,84.89781796
LKA,2016,79.73513931
MDG,2017,64.60071829
ISL,2014,82.09822512
NAM,2015,64.79160262
ERI,2019,63.76432633
SEAR,2017,72.49628629
CPV,2016,72.18721707
AGO,2017,59.80257448
BEN,2019,66.58203128
KHM,2017,69.12694998
BEN,2021,66.37542835
FJI,2020,70.24187171
MWI,2014,64.37271629
VNM,2016,77.60213277
AFG,2019,60.04471263
UGA,2015,64.2155816
SWZ,2018,54.73682091
ATG,2019,77.07414499
YEM,2019,63.94682796
AFR,2014,61.97191179
BRA,2017,78.47387001
LUX,2016,80.56376836
AFR,2018,65.69070327
LKA,2014,79.27126977
ZMB,2014,61.922877
TTO,2021,75.15306273
VEN,2021,66.85586071
USA,2017,76.30736725
AFG,2016,61.72904065
HND,2017,72.551279
SLE,2015,56.88673236
TJK,2019,73.80997068
VUT,2019,70.64265663
ERI,2019,66.53307729
ITA,2016,84.8666802
KOR,2015,79.14461549
TZA,2020,65.67763855
GRC,2021,77.25505569
LAO,2018,65.86938763
LAO,2016,67.33210713
BHR,2018,77.03479666
SWZ,2021,51.64387248
BFA,2017,61.8809308
WPR,2018,80.60582988
MNG,2021,70.09795294
WB_LI,2021,61.58379919
IRL,2015,82.9131089
WB_UMI,2019,75.66886287
AFR,2020,65.93243809
ATG,2017,75.565575
GIN,2021,61.26251027
NER,2018,61.32477015
TCD,2019,60.93507186
GRC,2020,78.49334594
PAN,2020,80.59030638
VEN,2017,72.98365736
FJI,2021,67.67014085
LBR,2016,62.21305435
BGD,2017,73.37868377
EST,2014,77.0967995
EGY,2015,72.7097886
PNG,2019,67.9228878
AMR,2019,79.75649564
IRQ,2020,70.41410059
MAR,2020,72.50615909
GHA,2015,61.85041431
GNQ,2018,61.42093734
SYC,2020,75.28529396
GTM,2014,74.77216141
MOZ,2014,55.02757929
LAO,2021,66.08941394
LVA,2016,70.04196255
NER,2014,60.33193643
ITA,2015,80.00279151
IND,2018,70.35439242
BWA,2021,63.17931288
YEM,2019,70.00606791
LCA,2016,80.18174294
SYC,2017,70.01394854
VEN,2019,77.34702822
CZE,2021,77.07730392
SLB,2015,65.15166823
PRT,2015,83.66558927
AFR,2014,63.88296651
EST,2019,82.61362136
USA,2021,76.37368104
ITA,2021,84.32794663
OMN,2021,74.86314497
ALB,2015,79.62284377
AGO,2021,64.25583857
NOR,2016,80.47891692
MWI,2021,59.72269836
SOM,2021,51.74982512
ITA,2014,82.61004631
IDN,2020,67.60184694
TKM,2019,69.14190532
SGP,2017,83.22151158
BEL,2020,82.88313138
EUR,2019,78.09893217
LBY,2021,74.21007102
VEN,2015,69.82087836
GNB,2017,60.58973477
EST,2015,73.06489074
WSM,2017,69.98522366
GMB,2019,62.90864586
SVK,2017,73.6994527
VNM,2020,79.20065557
PRY,2021,73.16442749
RUS,2016,71.6156235
LBR,2014,58.11259758
MDG,2015,64.40670491
MRT,2020,69.61082855
SSD,2017,56.69335254
WB_LMI,2020,71.26895193
ITA,2016,80.70357826
BGR,2021,67.97640102
ALB,2018,76.15060246
PSE,2014,75.95485
URY,2018,80.68457971
BEN,2016,65.41066833
LKA,2015,73.24371024
DZA,2015,75.76923132
BGR,2015,74.56358707
SVN,2016,80.81692358
TLS,2016,68.07445467
FJI,2016,67.7499939
LUX,2021,84.78574158
WB_LI,2017,65.57413373
MDG,2015,63.35879155
BRB,2017,75.11817702
JPN,2018,81.55870437
SGP,2014,82.60495523
WB_UMI,2015,71.78826529
PRT,2019,81.36750616
TON,2014,69.78545283
KHM,2019,66.86662343
QAT,2015,77.41321236
AGO,2021,62.13113467
GUY,2018,65.57499144
BHR,2017,76.78467923
CZE,2016,78.93030378
BWA,2018,62.31130298
DNK,2021,79.46414153
CAN,2020,79.27704872
BRB,2015,77.3774774
CPV,2016,74.86326568
ETH,2015,67.10395358
RUS,2020,76.15263485
VNM,2016,68.93125917
MDA,2020,75.88431967
SSD,2018,58.86129412
GAB,2019,67.74772189
BTN,2020,73.16909282
WB_UMI,2020,71.83933912
EMR,2018,69.83224713
AUS,2016,82.59341791
TTO,2015,77.25018967
OMN,2014,77.56981986
GMB,2015,65.78791567
HTI,2018,63.47163817
MDA,2015,75.06950339
GBR,2021,81.93070945
KWT,2020,76.51859306
NPL,2020,68.98308899
GBR,2020,78.25842101
JAM,2021,72.77260563
KEN,2014,66.14180191
CRI,2014,82.91867374
COD,2015,59.96244072
UZB,2016,69.95773109
SWZ,2015,55.48163574
LKA,2016,73.62061812
ZWE,2014,56.95717402
EST,2019,74.6948324
EMR,2020,68.92815031
RWA,2019,69.61982934
DZA,2015,76.59493865
EUR,2014,80.22973148
ISR,2019,80.74316576
CYP,2020,84.07164515
ATG,2014,77.30671356
MRT,2021,68.37986022
URY,2021,74.98295244
BLZ,2014,71.67104637
KOR,2019,83.68842093
BIH,2014,74.68459874
CHN,2019,80.36419718
TZA,2021,68.37561394
ZAF,2018,65.31532246
BDI,2014,64.06939818
SEAR,2020,70.72011705
BWA,2015,60.05683118
ETH,2021,67.83909086
BWA,2015,62.04575871
GEO,2020,77.81036223
WPR,2021,74.52599347
SVN,2014,77.91975032
GEO,2015,68.34963094
FJI,2014,69.84879406
GRC,2015,80.41608244
BEL,2018,79.10148787
NPL,2016,68.77609661
RWA,2020,66.02809767
BEN,2020,67.03767966
JOR,2014,77.96984738
MOZ,2021,54.80071596
KHM,2014,71.10068393
BOL,2021,65.41062535
DNK,2015,80.59412958
CUB,2014,80.24695409
KIR,2017,61.81777917
ZWE,2015,59.35619286
GAB,2016,64.25526743
CHN,2021,77.61619672
DEU,2020,83.08185767
SEN,2015,65.7396903
SUR,2018,70.09061891
NPL,2017,72.61468334
DEU,2015,80.4259243
WB_UMI,2015,74.81672772
BTN,2017,73.54716542
THA,2019,76.92495279
TKM,2016,68.96406385
ARM,2016,69.82436781
CIV,2021,61.39104152
VEN,2015,73.93795547
PAK,2015,64.90203666
JAM,2021,67.64379114
MDV,2016,76.11149622
HND,2019,69.99405581
BLZ,2020,74.69437572
ERI,2016,62.87736669
GTM,2014,69.20397662
JAM,2020,75.27279037
MLT,2018,84.00690143
GLOBAL,2020,75.21902065
DEU,2016,80.68537775
BRB,2017,77.47053729
NPL,2018,69.28407249
AGO,2014,58.64003243
UZB,2020,69.23392691
WPR,2014,76.5927032
SDN,2017,70.11978476
GRC,2014,80.83818972
CPV,2021,77.44199378
FSM,2019,68.80753873
SVK,2020,80.20803416
KEN,2020,64.06213434
IRL,2019,80.27005664
WB_UMI,2014,77.73606325
PNG,2017,65.35460805
HUN,2020,75.76307465
GLOBAL,2021,71.36869906
THA,2017,73.75229171
VUT,2018,70.58576411
HND,2021,70.5326339
VUT,2014,70.24572796
WSM,2020,68.7445113
PER,2017,79.35847297
SLE,2017,58.32701535
WB_HI,2019,83.33354538
TUN,2017,77.03145853
KHM,2021,71.45081969
PRI,2019,80.50288098
VCT,2018,75.66784324
GNB,2018,60.94584303
WB_HI,2018,83.1295789
CHE,2017,84.94600791
IDN,2019,73.26013029
JAM,2015,72.28943851
BFA,2016,61.35518157
CYP,2015,81.80149333
WSM,2019,71.30512025
KAZ,2017,72.96750185
TON,2017,70.1240677
LAO,2016,69.70793001
NZL,2018,80.10699094
ISL,2018,83.84179532
SWZ,2016,49.97087297
BHS,2021,73.4727969
TUR,2014,79.47668187
SOM,2018,54.6726292
BLZ,2018,74.57665716
VUT,2015,70.33802031
HUN,2018,76.08502162
CUB,2014,76.10413833
ZMB,2021,63.10931486
LCA,2014,76.28411905
KGZ,2021,72.18500345
KHM,2016,68.91001703
PRI,2014,79.89363862
FRA,2017,79.40611353
UGA,2014,66.97294471
CAF,2016,51.50031283
TKM,2014,72.50510204
BHS,2020,75.95911581
GEO,2019,73.85275108
PAN,2016,75.39463658
BWA,2014,61.38291822
LTU,2019,71.45355938
MMR,2018,68.55999093
SUR,2017,76.14723499
QAT,2019,79.8430653
BRN,2014,78.10165945
SLB,2020,68.27265213
MEX,2017,75.87022362
AUS,2021,83.10183853
RWA,2019,65.65025873
IND,2017,68.66202542
MRT,2019,70.38201267
KWT,2016,85.63168183
KHM,2021,66.35072714
GBR,2019,81.22319266
IRQ,2014,74.07144384
SLV,2016,68.71337914
ALB,2020,74.25913203
BGD,2014,72.77669075
TCD,2019,57.83880065
MAR,2015,72.44150535
TON,2014,72.38182372
ROU,2014,74.86061311
PSE,2018,73.9013946
EST,2016,77.71059498
TGO,2017,65.30787367
GAB,2017,67.44216154
GRD,2019,75.32047976
ISL,2020,82.56117418
KGZ,2021,68.53290206
ETH,2019,70.53771829
PNG,2014,66.93189584
FJI,2018,70.06560685
SEAR,2019,73.22722364
TJK,2016,74.45604916
PAN,2018,78.651343
BLR,2015,73.73950531
TLS,2015,67.83593705
KAZ,2014,71.47528342
SLV,2016,73.58698324
BTN,2021,74.87642848
UZB,2017,72.58118429
MDG,2017,63.57935928
BHS,2018,73.38286364
COL,2019,77.9535847
CHE,2020,82.73602492
BOL,2017,71.54775004
SOM,2019,57.74652687
TGO,2019,61.2148433
LCA,2014,72.74782453
AFG,2017,59.83439393
PHL,2020,69.6404352
GAB,2018,64.70364722
BRB,2019,77.60795099
SAU,2018,77.48948168
BRB,2021,75.12224838
AMR,2017,74.15393516
MUS,2014,74.00992363
URY,2018,73.22856693
GTM,2019,72.70697215
KEN,2021,64.39587676
ZMB,2015,62.44922924
DJI,2021,64.87227149
SYR,2018,71.12921917
GMB,2015,63.79523685
AFR,2019,64.16988115
FRA,2021,81.92274175
ROU,2017,75.11122981
MWI,2018,60.05999238
AFG,2017,62.05236203
FRA,2014,85.06346999
TUR,2021,78.09542076
GMB,2020,66.98682922
JPN,2017,84.25809871
FIN,2014,80.86537331
SUR,2016,70.14190211
JPN,2020,87.37102664
ZWE,2016,59.84749865
UGA,2021,62.92684278
MAR,2016,74.26403619
SYR,2020,69.57489597
SEAR,2017,70.7727814
SEAR,2018,69.35230717
GBR,2020,82.02902582
COL,2016,80.26122738
AGO,2015,61.59307464
SWE,2014,81.92750078
CAF,2015,48.90307036
ECU,2020,76.36299311
LVA,2018,75.05473366
FRA,2014,79.28034202
BTN,2015,72.05049422
ZWE,2017,56.09000452
ERI,2016,65.75880347
HND,2015,67.29905255
FSM,2017,65.6570782
LTU,2014,79.8329322
GNB,2014,59.55679779
GNB,2020,58.37604595
GUY,2017,64.95586874
IDN,2017,69.19758846
LBR,2019,63.44171284
ITA,2017,84.51350659
OMN,2021,70.89524564
MDG,2014,64.30171057
BWA,2016,64.97437999
BOL,2014,71.64868401
BRN,2014,75.27997388
SUR,2015,72.9788443
AMR,2021,71.08535615
QAT,2014,76.57011341
FIN,2021,81.53419484
BDI,2016,65.13672422
LSO,2018,51.60129602
MKD,2021,75.24092348
BTN,2016,74.44584158
WB_HI,2014,83.02339369
ALB,2017,76.10280495
QAT,2016,79.20606863
ECU,2020,69.51602692
SRB,2014,72.71946681
BIH,2018,74.86473123
NIC,2017,75.95019968
PRY,2019,78.16363997
FRA,2016,84.89377441
HTI,2021,63.20708629
ECU,2017,74.90269354
MKD,2016,77.66388559
HND,2016,71.09197895
NIC,2019,78.87404349
ECU,2014,79.45308303
LVA,2018,70.27992715
WB_UMI,2020,78.14320109
SVK,2018,73.79335284
CUB,2015,77.92972815
IRL,2014,81.05218065
MNG,2020,72.70622882
TKM,2015,65.31434807
COD,2021,61.62552641
MUS,2016,74.15809377
STP,2016,69.47736675
SDN,2017,67.93554496
YEM,2016,67.6890605
WB_LMI,2016,70.66559895
IRN,2014,75.80039494
AUT,2018,79.19063289
CYP,2016,79.66508873
ATG,2020,77.61326031
BRB,2019,76.03984637
MEX,2021,74.68952145
NPL,2014,71.95143313
SDN,2015,69.50717667
HUN,2015,72.18632647
MKD,2018,74.43697918
PHL,2020,73.81604113
SLE,2015,56.09732617
KHM,2019,69.55846339
BLZ,2020,72.8751564
GRD,2014,72.54366171
AUS,2014,82.36885018
OMN,2020,76.79727366
GRD,2021,72.77322454
PSE,2019,75.83098235
ISR,2015,83.78561922
GTM,2020,74.31336166
ISL,2020,83.91381983
KOR,2020,86.64297621
SGP,2020,81.69439267
KAZ,2015,71.97923102
BDI,2020,62.50155431
VNM,2017,69.15427699
NLD,2017,81.52798471
IRN,2015,75.78006578
GNB,2017,55.99035871
AFR,2017,65.2839679
DOM,2016,76.96084222
SRB,2015,72.66889832
COL,2014,77.36559952
OMN,2015,77.43992598
GLOBAL,2014,74.62340981
YEM,2019,66.89863946
FJI,2021,63.49181929
DNK,2014,82.37363656
IRN,2020,75.18860837
CMR,2017,62.53117509
MDV,2021,75.39664085
TGO,2019,66.34215068
AUS,2019,82.64234014
IDN,2015,68.76075231
HTI,2014,62.25423095
NPL,2019,71.36142995
TJK,2017,71.61254263
IRN,2016,77.37336206
IND,2019,69.17521966
TUN,2020,79.64339676
ZMB,2017,58.98170404
PHL,2020,65.99103148
VEN,2017,77.55144986
BTN,2020,74.45119684
ARG,2019,74.00310814
TKM,2017,72.27793629
VCT,2014,70.51145183
JOR,2016,79.22763984
ERI,2020,61.01379141
MNE,2018,80.08099774
LAO,2019,68.35701918
MRT,2016,69.70869208
CHE,2014,84.73248728
DOM,2021,70.16326917
THA,2018,80.73860552
MRT,2019,70.00013544
LCA,2014,79.95160085
BEL,2015,78.48319008
FRA,2020,79.06419181
AMR,2019,77.07402622
JPN,2019,84.46675304
ESP,2014,79.88176223
SDN,2014,68.08985985
SDN,2021,68.89340605
UKR,2020,72.49786713
SLB,2021,67.33435982
CAF,2020,50.48531594
BEL,2020,78.65364849
IRQ,2017,74.99027443
DEU,2017,80.75116875
LUX,2021,80.76781168
ATG,2014,75.59206584
MUS,2019,74.05607067
BHS,2019,70.73776422
MWI,2015,58.88709125
FIN,2014,78.09743789
KOR,2020,83.79726372
COM,2019,68.10062174
GBR,2019,79.49871753
ARM,2021,72.98458202
SDN,2016,67.48788196
JOR,2020,76.56703087
WB_LMI,2017,70.92194474
SRB,2014,77.80481416
TTO,2018,73.99505843
MDG,2014,62.16721798
QAT,2020,77.27588364
VNM,2021,77.95730127
JPN,2018,84.35134487
PRK,2021,72.6431485
GUY,2016,67.56739413
LAO,2017,70.08256786
DJI,2020,65.26548162
BEL,2015,80.70631194
AZE,2018,72.59708426
NIC,2014,74.68243685
VCT,2016,70.83691894
TZA,2019,65.19880793
CHL,2015,82.64509713
LVA,2015,69.95707642
GRD,2019,72.72978901
BGD,2019,75.25882812
MAR,2017,73.53352195
NER,2015,58.6916137
ISR,2019,82.57325579
MNG,2014,68.96351192
MUS,2016,70.95621231
HTI,2018,63.9188109
BEL,2021,83.68795225
QAT,2018,78.6332828
MEX,2014,75.90738439
SLV,2020,76.74610378
KEN,2020,66.79345007
MNG,2021,66.41682728
LSO,2018,54.77488489
SOM,2017,56.8316085
LBN,2017,76.55099333
SSD,2019,58.99663561
CAN,2017,83.62474573
DZA,2020,74.02004217
RUS,2021,65.57146131
SUR,2014,76.20763117
PAN,2016,78.24463546
IRL,2020,79.92957461
AGO,2018,64.45239873
BOL,2020,70.3702014
SDN,2018,69.24813878
MDV,2017,80.23345714
MNG,2019,70.7501793
IRL,2016,81.40605545
WB_LI,2014,62.16568407
EMR,2017,67.84420242
POL,2016,73.7286639
DZA,2019,76.24122836
HRV,2015,80.60825978
LAO,2018,70.3905888
HTI,2017,62.87184439
GMB,2020,64.7871582
MOZ,2016,56.63490108
LBR,2014,58.23259877
IRQ,2015,67.47106696
SVK,2019,74.23290328
MDA,2016,71.84582325
SYR,2015,69.34176404
EMR,2016,71.01954048
VUT,2016,66.91782394
MMR,2016,71.11629803
HND,2018,69.90378909
RWA,2015,66.96378175
COG,2015,62.22495031
GUY,2015,63.72003767
WB_UMI,2015,78.00906049
SVN,2021,83.39120453
TON,2020,70.37702314
BRA,2021,75.84727825
LBR,2021,63.45730846
SVK,2016,80.43660999
BFA,2021,59.87613892
UZB,2020,71.36099727
KGZ,2019,73.58598166
AFG,2014,60.42859204
CAF,2015,53.34102201
MLT,2021,83.730114
AFG,2014,61.29263706
VCT,2021,70.02337138
BOL,2021,68.392692
ARM,2014,69.78443638
PHL,2021,66.40834182
TZA,2016,63.97887909
DZA,2018,76.97309475
BRA,2018,75.31944699
BRN,2020,75.28838727
SEAR,2014,69.73314803
WSM,2019,68.76537342
IRN,2014,77.29855084
PNG,2015,67.14596983
GRD,2021,70.52317817
SDN,2021,67.58515204
CMR,2014,60.31462239
TZA,2014,66.27134157
SVK,2018,80.5137064
IDN,2017,71.00063238
TTO,2017,77.28471071
VCT,2015,75.29344743
CMR,2020,60.10032034
BLR,2016,68.68974641
TON,2019,75.59967888
VEN,2014,74.05573564
COG,2020,63.99636887
MDG,2016,64.50064345
TGO,2017,62.55310805
ISR,2020,84.29734991
ARG,2014,73.28096595
CAF,2014,49.17728884
JOR,2016,78.96538801
SGP,2019,83.8984774
FJI,2015,67.8018416
HRV,2014,74.96397012
PRI,2017,78.42817699
SGP,2019,85.97841677
TUN,2021,76.84116498
QAT,2016,78.22428304
VUT,2018,67.04714117
BHR,2016,75.65906707
BRB,2020,75.14815245
DNK,2016,78.96719168
GNQ,2020,59.60857395
IRN,2015,78.97208316
WB_LMI,2019,71.53315952
MNE,2021,71.62459242
LBN,2014,80.62667819
LSO,2016,52.79263989
LTU,2015,69.1102237
YEM,2020,63.72097686
LUX,2015,80.35523248
WB_LMI,2014,70.08633623
SWE,2021,84.31275387
GAB,2014,66.71058666
KIR,2020,61.87697198
JOR,2020,78.80041534
AUS,2016,84.49586316
ROU,2014,78.48985721
GBR,2016,80.81034292
NLD,2021,82.64706192
HRV,2020,74.8136734
AFR,2018,63.77580177
GRC,2014,78.56288402
PER,2020,72.7753962
TJK,2017,74.81794632
IRL,2014,82.94811582
BEL,2017,83.33776312
AUS,2017,84.51689818
LCA,2018,79.97257829
CHL,2017,83.02480992
SOM,2020,52.84960978
PER,2015,78.71199495
SRB,2017,77.96748346
GMB,2018,64.60661374
MNE,2019,73.88887289
WB_HI,2017,78.14184047
NGA,2018,62.68563037
RUS,2014,76.2667542
HRV,2019,78.60209541
PHL,2016,65.61954455
SVK,2016,73.73375063
NAM,2014,65.00578874
IRQ,2015,74.49758764
CZE,2020,75.21579119
SGP,2020,86.32927029
ETH,2017,66.37229867
UGA,2017,65.21733648
TON,2014,75.13906839
DZA,2017,76.40431934
ZWE,2014,54.85871082
MMR,2019,68.80517618
PSE,2019,73.99701572
VCT,2014,72.73600877
CHN,2016,76.71571735
NLD,2019,82.33882776
ALB,2017,79.86499837
COG,2014,61.53702389
