country,iso_code,physicians_per_1000,hiv_prevalence_log,life_expec,child_mort_log,vaccination_dpt_log,gdpp_log,inflation_log,social_undernourishment_log,social_poverty_2_15_log,social_schooling_log,security_apparatus,group_grievance,refugees_idps,external_intervention,cluster
Bahamas,BHS,1.895,0.9555114450274363,73.8,2.694627180770069,4.574710978503383,10.239995502805316,-0.3314596947976685,1.6140426788208486,1.200891137788528,4.327156424427567,4.0,4.1,2.8,3.7,3
Bahrain,BHR,0.974,0.0953101798043249,76.0,2.26176309847379,4.605170185988092,9.937937287265354,2.132982308607866,1.547562508716013,1.1915887451262142,4.557030020523723,6.7,7.7,2.6,5.3,0
Bangladesh,BGD,0.478,0.0953101798043249,70.4,3.919991175077323,4.584967478670572,6.63200177739563,2.096790180014449,2.8094026953624978,3.0204248861443626,4.516688965671452,7.7,8.4,6.6,5.7,0
Barbados,BRB,2.541,0.7884573603642702,76.7,2.7212954278522306,4.553876891600541,9.680406499268877,0.2783890255401874,1.252762968495368,0.9932517730102832,4.538442176335601,4.3,4.1,2.7,5.4,3
Belarus,BLR,4.082,0.3951557384493032,70.4,1.8718021769015916,4.584967478670572,8.704668113450987,2.778819271990417,1.252762968495368,0.0,4.544505325862106,6.6,6.8,4.1,7.8,0
Belgium,BEL,3.16,0.1823215567939546,80.0,1.7047480922384253,4.605170185988092,10.70101727068921,1.0577902941478543,1.252762968495368,0.0953101798043245,4.591518524654724,2.0,4.1,1.6,1.5,3
Belize,BLZ,1.131,0.8754687373538999,71.4,2.9856819377004897,4.564348191467836,8.375860015299594,0.7608058290337599,2.0014800002101243,1.8319658897060955,4.578405485605812,5.8,4.1,4.1,6.9,0
Benin,BEN,0.0449999999999999,0.6931471805599453,61.8,4.718498871295094,4.31748811353631,6.63200177739563,0.6339278208999735,2.322387720290225,4.2017030805426,4.578421405933508,6.2,3.9,6.0,7.1,1
Bhutan,BTN,0.3329999999999999,0.0953101798043249,72.1,3.777348102101545,4.605170185988092,7.687538766201629,1.944480556245719,2.3048901266692625,2.4823392542827545,4.490580209587794,5.0,7.9,6.9,7.9,0
Bolivia,BOL,1.569,0.262364264467491,71.6,3.8628327612373754,4.454347296253507,7.591357046698551,2.280339484046726,2.9014215940827497,1.88706964903238,4.469564987370753,6.6,6.5,3.8,6.2,0
Bosnia and Herzegovina,BIH,2.083,0.2323319773686159,76.8,2.066862759472976,4.465908118654584,8.436200032206706,0.8754687373538997,1.252762968495368,0.7884573603642698,4.52586590561,6.2,7.1,7.3,8.2,0
Botswana,BWA,0.371,3.139832617527748,57.1,3.979681653901961,4.564348191467836,8.756367559802975,2.294552921296781,3.0492730404820207,3.109060958860994,4.4847725101371845,3.5,5.4,5.2,4.6,1
Brazil,BRA,2.198,0.4054651081081644,74.2,3.0349529867072724,4.543294782270004,9.32375833901174,2.2417729535972883,1.252762968495368,1.757857917552374,4.562689316294935,5.9,5.9,3.1,2.7,0
Brunei Darussalam,BRN,1.485,0.3364722366212127,77.1,2.4423470353692043,4.605170185988092,10.471666571132038,2.873564639579784,1.444200358697332,1.0405484877133486,4.538327893205276,5.6,5.9,2.7,4.1,0
Bulgaria,BGR,3.978,0.0953101798043249,73.9,2.468099531471619,4.48863636973214,8.830689198760998,0.7466879474879753,1.6486586255873816,1.308332819650179,4.539180265413082,4.1,5.2,3.5,4.8,3
Burkina Faso,BFA,0.0469999999999999,0.5877866649021191,57.9,4.762173934797756,4.5217885770490405,6.356107660695892,2.0554049638515948,2.667228206581955,4.089332020398556,4.231179035331692,7.4,5.0,7.1,7.5,2
Burundi,BDI,0.056,0.8754687373538999,57.7,4.549657476057832,4.564348191467836,5.44673737166631,2.5877640352277083,3.030133700271324,4.341204640153626,4.568237804605394,7.7,8.0,9.0,8.4,1
Cambodia,KHM,0.167,0.5877866649021191,66.1,3.8155121050473024,4.51085950651685,6.668228248417403,1.415853163361435,2.2082744135228043,2.6505297307774955,4.564848691196948,6.7,7.4,5.8,7.4,0
Cameroon,CMR,0.1967230769230767,1.62924053973028,57.3,4.691347882229144,4.343805421853684,7.1785454837637,1.0681530811834017,1.7047480922384253,3.4011973816621555,4.52936955131988,7.6,8.1,7.800000000000001,7.0,1
Canada,CAN,2.4961,0.1823215567939546,81.3,1.88706964903238,4.5217885770490405,10.766398604507042,1.3532545070416904,1.252762968495368,0.2623642644674916,4.609073856741291,2.2,3.9,2.0,1.0,3
Cabo Verde,CPV,0.4610000000000001,0.5877866649021191,72.5,3.3141860046725258,4.564348191467836,8.105005537547246,0.4087928982008389,2.8507065015037334,2.747270914255491,4.545426763301634,5.7,4.0,4.1,8.1,0
Central African Republic,CAF,0.07,1.6094379124341005,47.5,5.010635294096256,3.828641396489095,6.102558594613569,1.101940078760784,3.462606009790799,4.01873645161643,4.171685160946763,9.8,9.6,10.0,9.8,2
Chad,TCD,0.0430000000000001,0.9162907318741552,56.5,5.017279836814924,3.610917912644224,6.800170068302197,2.0001277349601105,3.265759410767051,3.832979798087693,4.383232906834991,8.8,8.2,10.0,8.3,2
Chile,CHL,2.016,0.336472236621213,79.1,2.272125885509337,4.564348191467836,9.465060106725137,2.298577071596507,1.4586150226995167,0.5306282510621699,4.547772614140381,3.1000000000000005,4.1,2.1,2.6,3
China,CHN,1.711,0.3029495445825692,74.6,2.815408719422709,4.605170185988092,8.4252971767117,2.0719132752590443,1.252762968495368,1.7227665977411035,4.532973343857906,5.9,8.3,5.6,3.2,0
Colombia,COL,1.96,0.4054651081081644,76.4,2.975529566236472,4.51085950651685,8.740496729931813,1.5810384379124025,1.916922612182061,2.476538400117484,4.515936377589905,7.3,8.0,7.800000000000001,6.5,0
Comoros,COM,0.2909999999999999,0.0953101798043249,65.9,4.490881039585964,4.394449154672439,6.646390514847729,1.5830939370944983,2.740840023925201,3.478158422798284,4.404914448863264,7.2,5.0,4.5,7.8,0
"Congo, The Democratic Republic of the",COD,0.1733076923076923,0.7419373447293773,57.5,4.762173934797756,4.30406509320417,5.814130531825072,3.0819099697950434,3.459466289786131,4.380775852772229,4.35585239496786,9.5,9.5,9.4,9.8,2
Congo,COG,0.1020000000000003,1.4586150226995167,60.4,4.1728476237100445,4.51085950651685,7.916078096302786,3.077312260546414,3.517497837358316,3.978098805884604,4.487319098016202,6.7,6.6,8.3,7.6,1
Costa Rica,CRI,2.659,0.336472236621213,80.4,2.4159137783010487,4.5217885770490405,9.012011377036412,2.0241930674493576,1.308332819650179,1.2237754316221152,4.584839613353293,3.1000000000000005,4.7,3.9,4.3,3
Côte d'Ivoire,CIV,0.2140000000000002,1.3609765531356006,56.3,4.718498871295094,4.30406509320417,7.107425474110705,1.8547342683894437,2.747270914255491,3.8628327612373754,4.295120888468761,8.3,8.7,9.0,9.7,2
Croatia,HRV,3.153,0.0953101798043249,76.3,1.8718021769015916,4.564348191467836,9.510519035757246,0.5993858007454712,1.252762968495368,0.7884573603642698,4.49693977834921,4.0,5.7,4.9,4.4,3
Cyprus,CYP,2.396,0.2915208487589465,79.9,1.5260563034950496,4.605170185988092,10.335302435967074,1.101940078760784,1.252762968495368,0.0953101798043245,4.584062273177304,4.4,7.0,4.5,9.2,3
Czech Republic,CZE,3.9345,0.3474013071534031,77.5,1.4816045409242151,4.584967478670572,9.893487720457795,-0.8878912573524573,1.252762968495368,0.0,4.489948205528393,2.6000000000000005,3.8,2.0,2.6,3
Denmark,DNK,3.877,0.0953101798043249,79.5,1.6292405397302805,4.553876891600541,10.968215530759236,1.4398351280479205,1.252762968495368,0.182321556793954,4.595452925971806,1.5,3.6,1.4,1.3999999999999997,3
Dominican Republic,DOM,1.5679384615384615,0.7419373447293773,74.6,3.5667118201397288,4.5217885770490405,8.603554357064281,1.8625285401162623,2.2407096892759584,1.62924053973028,4.502955273285235,5.2,5.8,3.8,5.9,0
Ecuador,ECU,1.684,0.336472236621213,76.7,3.261935314328648,4.430816798843313,8.446985296372741,2.136530508663963,2.2512917986064958,1.6094379124341005,4.525638114584328,6.7,7.8,5.2,5.6,0
Egypt,EGY,0.73,0.0953101798043249,70.5,3.40452517175483,4.553876891600541,7.8636512654486515,2.4069451083182885,1.9600947840472696,0.7884573603642698,4.595391530397882,8.2,8.7,6.7,7.1,0
El Salvador,SLV,1.5662,0.4054651081081644,74.1,3.005682604407159,4.553876891600541,8.003363058629947,1.2947271675944,2.341805806147327,2.079441541679836,4.491272778989561,6.5,6.3,5.1,5.3,0
Equatorial Guinea,GNQ,0.3249999999999997,1.0593915755148284,60.9,4.718498871295094,3.9889840465642745,9.746892220313054,3.254242968705492,2.768252410940001,3.881563797943438,3.795112489016116,7.0,6.3,3.3,5.5,2
Eritrea,ERI,0.066,0.5877866649021191,61.7,4.028916756899646,4.553876891600541,6.180016653652572,2.533696813957432,2.7126549674889584,3.546296227965502,4.162880551576526,7.7,6.1,7.800000000000001,8.2,2
Estonia,EST,3.361,0.5877866649021191,76.0,1.7047480922384253,4.543294782270004,9.588845298501564,1.007957920399979,1.252762968495368,0.6931471805599453,4.55553362372483,3.1000000000000005,6.5,2.9,3.1,3
Fiji,FJI,0.813,0.0953101798043249,65.3,3.2228678461377385,4.605170185988092,8.202756381655638,1.6544112780768316,2.079441541679836,0.9555114450274362,4.602446179248224,6.7,7.0,3.4,7.2,0
Finland,FIN,3.448,0.1694181519580469,80.0,1.3862943611198906,4.59511985013459,10.740756721857226,0.3008450589780618,1.252762968495368,0.0953101798043245,4.608813341630215,1.4000000000000004,1.6000000000000003,1.5,1.0,3
France,FRA,3.169,0.262364264467491,81.4,1.6486586255873823,4.532599493153256,10.611547975828367,0.7178397931503168,1.252762968495368,0.0,4.590747578397187,2.3,6.8,2.2,1.3999999999999997,3
Gabon,GAB,0.3400000000000001,1.6094379124341005,62.9,4.169761201506855,4.262679877041316,9.076923258535832,2.8678989020441064,2.660259537265861,3.6631670909854472,4.46562296748119,5.0,3.7,5.0,5.1,1
Gambia,GMB,0.096,1.0647107369924282,65.5,4.398146016553765,4.574710978503383,6.333279628139691,1.667706820558076,2.4932054526026954,2.89591193827178,4.202329830201777,6.0,3.7,6.4,7.5,1
Georgia,GEO,5.081,0.1823215567939546,72.8,2.862200880929469,4.5217885770490405,7.993282328101591,2.256541154492639,2.028148247292285,2.5649493574615367,4.6062308233134095,7.3,7.8,7.4,7.3,0
Germany,DEU,4.088,0.0953101798043249,80.1,1.6486586255873823,4.543294782270004,10.640675541671662,0.5641767992629853,1.252762968495368,0.0953101798043245,4.487474908980805,2.1000000000000005,4.6,3.0,1.2999999999999998,3
Ghana,GHA,0.1079999999999998,1.029619417181158,62.2,4.326778160443404,4.59511985013459,7.1785454837637,2.8678989020441064,2.272125885509337,3.688879454113936,4.477246014901504,4.1,4.6,5.5,6.6,1
Greece,GRC,5.867000000000001,0.1823215567939546,80.4,1.5892352051165806,4.605170185988092,10.199918739620156,0.514618422004687,1.252762968495368,1.0986122886681098,4.580191089865231,4.5,5.0,1.6,5.9,3
Grenada,GRD,1.352,0.5962973545700276,71.3,2.747270914255492,4.584967478670572,8.905308661189288,0.3920420877760234,2.0169522015872,2.0629603154960443,4.511092699950676,5.6,3.8,3.2,7.1,0
Guatemala,GTM,0.286,0.262364264467491,71.3,3.594568774642695,4.31748811353631,7.9483852851118995,1.814824742159051,2.827313621929028,2.19722457733622,4.460860689143398,7.0,7.9,5.5,5.4,0
Guinea,GIN,0.161,0.9932517730102832,58.0,4.700480365792417,3.970291913552122,6.47543271670409,2.8390784635086144,2.681021528714291,3.912176839748886,4.355469340895635,8.9,8.7,8.7,8.1,2
Guinea-Bissau,GNB,0.1979999999999999,1.4816045409242156,55.6,4.74493212836325,4.465908118654584,6.306275286948016,1.378766094699099,3.4372078191851885,4.33990170837321,4.280177170277724,8.8,5.7,7.800000000000001,8.8,1
Guyana,GUY,1.1016153846153849,0.8754687373538999,65.5,3.653252276470785,4.59511985013459,8.019941687677365,1.9065751436566365,1.9021075263969205,1.9315214116032136,4.544890635877566,5.8,6.5,3.6,6.5,0
Haiti,HTI,0.0869999999999999,0.9932517730102832,32.1,5.342334251964811,4.158883083359672,6.496774990185863,1.864080130807681,3.658420246629228,4.170593098874933,4.356077078855473,7.5,6.7,8.2,9.9,2
Hungary,HUN,3.325,0.3474013071534031,74.5,1.9459101490553128,4.605170185988092,9.48044384215367,1.2029723039923526,1.252762968495368,0.6931471805599453,4.522638759020167,2.4,4.7,2.5,4.0,3
Iceland,ISL,3.643,0.0953101798043249,82.0,1.280933845462065,4.51085950651685,10.643064971973882,1.867176108512809,1.252762968495368,0.0,4.596409624079073,1.0,1.2999999999999998,1.4,4.6,3
India,IND,0.7149999999999999,0.2799600263578706,66.2,4.091005660956586,4.454347296253507,7.208600337960197,2.300583090323373,2.6100697927420065,3.3357695763397,4.535362768562938,7.9,8.3,5.4,5.3,0
Indonesia,IDN,0.27,0.336472236621213,69.9,3.535145354171894,4.48863636973214,8.042699496897637,2.791165107812717,2.174751721484161,3.284663565406204,4.510865990012316,6.2,7.3,5.9,5.3,0
Iran,IRN,1.43,0.2444533379009609,74.5,3.0106208860477417,4.605170185988092,8.784315349902657,2.827313621929028,2.19722457733622,1.0647107369924285,4.601558270869057,8.0,8.5,6.5,7.0,0
Iraq,IRQ,0.823,0.0953101798043249,67.2,3.634951112088381,4.30406509320417,8.412054873292933,2.8678989020441064,2.791165107812717,3.106654218830429,4.432917804470176,10.0,10.0,8.9,9.4,2
Ireland,IRL,3.012,0.1823215567939546,80.4,1.6486586255873823,4.574710978503383,10.793454842740768,-1.439835128047921,1.252762968495368,0.3364722366212131,4.5680587986421495,1.7999999999999998,1.8999999999999997,1.4,1.8999999999999997,3
Israel,ISR,3.442,0.1694181519580465,81.4,1.7227665977411035,4.564348191467836,10.328787967145065,1.0188473201992474,1.252762968495368,0.4700036292457364,4.58203645271374,7.0,9.7,7.4,7.6,0
Italy,ITA,3.888,0.262364264467491,81.7,1.6094379124341005,4.564348191467836,10.485731104959568,0.2768738737351775,1.252762968495368,0.8754687373538993,4.586320236750028,4.4,4.9,3.7,2.2,3
Jamaica,JAM,0.391,0.8754687373538999,74.7,2.9496883350525844,4.532599493153256,8.45126704130007,2.3804716316511167,2.1400661634962708,2.046202900204102,4.453944308087939,6.3,3.9,3.0,5.7,0
Japan,JPN,2.354,0.2076393647782445,82.8,1.4350845252893234,4.574710978503383,10.703266939811954,-1.0647107369924282,1.252762968495368,0.5306282510621699,4.584012745192581,1.4000000000000004,4.2,3.1,3.6,3
Jordan,JOR,2.236,0.0953101798043249,75.8,3.095577608523707,4.59511985013459,8.210939733379021,2.2438960966453663,2.151762203259462,0.0953101798043245,4.328517597867446,5.5,7.7,8.8,6.8,0
Kazakhstan,KAZ,3.865,0.1823215567939546,68.4,3.1135153092103742,4.564348191467836,9.112837790614943,3.0204248861443626,1.252762968495368,0.0953101798043245,4.471880478441092,5.7,7.0,3.5,4.7,0
Kenya,KEN,0.1989999999999998,1.7749523509116738,62.8,4.146304301152812,4.532599493153256,6.875232087276577,1.128171090909654,2.995732273553991,3.655839600035736,4.483384764923848,8.4,9.0,8.3,8.0,1
Kiribati,KIR,1.105,2.118107367183626,60.7,4.154184562578117,4.330733340286331,7.30720231476474,0.924258901523332,1.3862943611198906,3.379423582112594,4.589370018153983,6.461538461538462,6.7846153846153845,6.015384615384615,6.923076923076923,1
Kuwait,KWT,2.67,0.0953101798043249,78.2,2.468099531471619,4.564348191467836,10.55843949396453,2.501435951739211,1.252762968495368,0.8527773261518279,4.53445776549522,3.9,4.7,4.0,4.4,3
Kyrgyz Republic,KGZ,1.837,0.1823215567939546,68.5,3.4210000089583352,4.574710978503383,6.78105762593618,2.3978952727983707,1.9315214116032136,2.2082744135228043,4.508528990775632,6.8,8.4,5.8,6.9,0
Lao,LAO,0.377,0.262364264467491,63.8,4.380775852772229,4.430816798843313,7.039660349862076,2.322387720290225,2.5214116471628545,3.1291194250070253,4.58029740716876,6.0,6.3,5.6,6.6,0
Latvia,LVA,3.216,0.4700036292457354,73.1,2.1747517214841605,4.532599493153256,9.332646496360152,-0.5944312076207877,1.252762968495368,0.7419373447293771,4.572663316463373,3.5,7.4,2.9,3.8,3
Lebanon,LBN,2.045,0.0953101798043249,79.8,2.424802725718295,4.430816798843313,9.089414904047302,0.2134971742624047,1.840549633397487,0.0953101798043245,4.537225567090171,8.8,8.6,9.1,9.2,0
Lesotho,LSO,0.5695384615384613,3.246490991901174,46.5,4.612145799724517,4.48863636973214,7.065613363597717,1.6389967146756448,3.017042060140742,3.828474158425322,4.481412814474239,5.6,4.4,4.9,7.8,1
Liberia,LBR,0.036,0.8754687373538999,60.8,4.50313746042294,4.158883083359672,5.793013608384144,1.867176108512809,3.6270040503958487,3.487375077903208,3.673483796844707,6.9,6.2,9.2,10.0,2
Libya,LBY,2.037,0.0953101798043249,76.1,2.867898902044106,4.553876891600541,9.401043372798052,2.7212954278522306,2.4159137783010487,1.158331523369731,4.554403028469904,9.3,7.8,7.4,9.5,0
Lithuania,LTU,4.306,0.1823215567939546,73.2,1.96009478404727,4.543294782270004,9.39274525863144,1.2178757094949273,1.252762968495368,0.9932517730102832,4.596670364637191,3.0,4.3,2.6,3.0,3
Luxembourg,LUX,2.882,0.1823215567939546,81.3,1.335001066732339,4.605170185988092,11.561725152903833,1.5303947050936475,1.252762968495368,0.182321556793954,4.546931883395762,2.0,3.1,1.7000000000000002,1.6000000000000003,3
North Macedonia,MKD,3.021,0.0953101798043249,74.0,2.4336133554004498,4.564348191467836,8.420902531097951,1.1118575154181305,1.5260563034950492,2.0014800002101243,4.502363185112394,5.4,7.0,5.3,5.9,0
Madagascar,MDG,0.1730000000000002,0.262364264467491,60.8,4.146304301152812,4.23410650459726,6.025865973825314,2.281361456542419,3.4995332823830174,4.194189897191817,4.411826903279121,7.1,4.6,3.9,7.3,2
Malawi,MWI,0.0309999999999999,2.388762789235098,53.1,4.516338972281476,4.5217885770490405,6.131226489483141,2.5726122302071057,2.803360380906535,4.286341384539473,4.414768900534793,4.8,5.4,6.1,8.1,1
Malaysia,MYS,1.484,0.336472236621213,74.5,2.186051276738094,4.584967478670572,9.112837790614943,2.1126345090356,1.5686159179138452,0.0953101798043245,4.614054602421621,6.8,6.2,4.2,4.2,0
Maldives,MDV,1.862,0.0953101798043249,77.9,2.653241964607215,4.605170185988092,8.867990898182093,1.355835153635182,1.7866180697276364,0.0953101798043245,4.576079732054354,6.1,4.6,4.7,7.0,0
Mali,MLI,0.0969999999999999,0.7884573603642702,59.5,4.927253685157204,4.204692619390966,6.563855526532128,1.6808279085207734,1.791759469228055,3.778051955729054,4.099147343714152,8.7,7.6,7.800000000000001,9.3,2
Malta,MLT,3.604,0.1823215567939546,80.3,2.0541237336955462,4.605170185988092,9.957075711706056,1.574846467664481,1.252762968495368,0.0,4.604205620944764,3.4,3.9,4.6,3.6,3
Mauritania,MRT,0.1619999999999999,0.262364264467491,68.2,4.589040804058207,4.406719247264253,7.090909822079984,2.990719731730447,1.9878743481543453,2.5416019934645457,4.347619049812588,7.4,6.9,8.5,8.5,0
Mauritius,MUS,1.88,0.4456715285862049,73.4,2.772588722239781,4.584967478670572,8.987321812850125,0.7561219797213337,2.0541237336955462,1.170336469466555,4.576417048111836,2.8,3.8,2.2,5.2,3
"Micronesia, Federated States of",FSM,2.0008615384615385,1.3727413947151872,65.4,3.713572066704308,4.356708826689592,7.95892649305011,1.5686159179138452,2.3306491266463607,3.299533727885655,4.46856928724605,5.1,4.0,3.2,8.3,1
Moldova,MDA,3.091,0.6418538861723948,69.7,2.9014215940827497,4.51085950651685,7.396948602621014,2.4932054526026954,1.5686159179138452,0.0,4.478998501293462,6.6,6.5,4.4,7.3,0
Mongolia,MNG,3.193,0.0953101798043249,66.2,3.299533727885655,4.605170185988092,7.8826922062890254,3.693866995624976,2.451005098112319,0.5877866649021194,4.560427076434392,4.0,4.3,2.4,6.5,0
Montenegro,MNE,2.17,0.0953101798043249,76.4,2.0541237336955462,4.5217885770490405,8.807022955925477,0.9555114450274368,1.252762968495368,1.589235205116581,4.553630019024751,4.0,7.3,4.5,5.9,0
Morocco,MAR,0.913,0.0953101798043249,73.5,3.5409593240373143,4.605170185988092,7.9483852851118995,0.681074599325676,1.5892352051165812,1.5475625087160128,4.546074320028719,5.7,7.1,5.3,6.0,0
Mozambique,MOZ,0.0769999999999999,2.617395832834079,54.5,4.624972813284271,4.454347296253507,6.040254711277414,2.1564025828159643,3.5145260669691587,4.32280727501391,4.509892445657601,7.0,5.9,5.0,7.3,1
Myanmar,MMR,0.6379999999999999,0.6418538861723948,66.8,4.180522258463153,4.48863636973214,6.8966943316227125,2.0844290831908747,1.8718021769015916,2.954910279033736,4.576062641914263,8.3,9.7,8.3,7.0,0
Namibia,NAM,0.567,2.6100697927420065,58.6,4.04305126783455,4.48863636973214,8.55468163582723,1.5173226235262949,3.157000421150113,3.173878458937465,4.587280617627208,4.9,5.9,5.5,6.9,1
Nepal,NPL,0.681,0.1823215567939546,68.3,3.871201010907891,4.532599493153256,6.385194398997726,2.778819271990417,2.2192034840549946,3.139832617527748,4.603071585465624,7.0,9.1,7.6,7.4,0
Netherlands,NLD,3.392,0.1823215567939546,80.7,1.7047480922384253,4.574710978503383,10.825780236605915,0.6141039732194924,1.252762968495368,0.0953101798043245,4.579077411127861,1.7999999999999998,3.9,2.1,1.2000000000000002,3
New Zealand,NZL,2.889,0.0953101798043249,80.9,1.97408102602201,4.543294782270004,10.425282789490703,1.5539252025038417,1.252762968495368,0.3899609215721979,4.589232350752619,1.0999999999999996,4.1,1.1,1.1000000000000003,3
Niger,NER,0.0269999999999999,0.262364264467491,58.8,4.820281565605037,4.418840607796598,5.855071922202427,1.2669476034873244,2.6878474937846906,4.115779842942166,4.113056889474793,8.7,7.5,7.9,8.1,2
Nigeria,NGA,0.4279999999999999,1.029619417181158,60.5,4.875197323201151,3.784189633918261,7.754052639035757,4.653960350157523,2.4932054526026954,3.605497845174885,4.176505486428602,9.9,9.9,7.5,6.0,2
Norway,NOR,4.429,0.0953101798043249,81.0,1.4350845252893234,4.543294782270004,11.382828169079987,1.9387416595767009,1.252762968495368,0.0953101798043245,4.613411036710374,2.5,3.7,1.9,1.2000000000000002,3
Oman,OMN,2.162,0.0953101798043249,76.1,2.5416019934645457,4.605170185988092,9.867912187022208,2.8094026953624978,2.0541237336955462,1.0213435078772988,4.552668372161328,4.7,3.0,2.0,2.2,3
Pakistan,PAK,0.818,0.0953101798043249,65.3,4.533674184283021,4.248495242049359,6.947937068614969,2.476538400117484,2.7212954278522306,2.884800712846709,4.201101402564715,9.6,10.0,8.9,9.3,2
Panama,PAN,1.588,0.6931471805599453,77.8,3.030133700271324,4.394449154672439,8.997270906233448,1.2781522025001877,2.091864061678393,2.0014800002101243,4.517214763527729,5.1,5.6,3.5,3.2,0
Paraguay,PRY,2.032092307692308,0.336472236621213,74.1,3.2228678461377385,4.543294782270004,8.080546965824498,1.9600947840472696,1.252762968495368,1.6677068205580765,4.485365858897854,6.5,5.9,2.2,4.4,0
Peru,PER,1.307,0.336472236621213,77.9,3.05870707271538,4.48863636973214,8.521384396034705,1.9035989509835904,1.840549633397487,2.19722457733622,4.538490494179797,7.1,7.5,4.8,4.0,0
Philippines,PHL,0.589,0.0953101798043249,69.0,3.493472657771326,4.394449154672439,7.664346632098617,1.652497401894547,2.631888840136646,2.747270914255491,4.5681263577007005,9.1,8.3,7.4,6.3,0
Poland,POL,2.292,0.3309625808102432,76.3,1.9459101490553128,4.59511985013459,9.441531454869692,0.978326122793608,1.252762968495368,0.4700036292457364,4.574764585313935,2.3,4.4,2.8,2.7,3
Portugal,PRT,4.562,0.4700036292457354,79.8,1.5892352051165806,4.59511985013459,10.021315031649332,0.4965238390551309,1.252762968495368,0.5877866649021194,4.5991509064183385,1.5999999999999996,2.6,1.6,2.5,3
Qatar,QAT,1.927,0.0953101798043249,79.5,2.302585092994045,4.499809670330265,11.160541302448651,2.0769384114617173,1.3668762752627892,0.2857571440421983,4.502978200787202,2.5,4.6,1.7999999999999998,3.2,3
Romania,ROU,2.69,0.0953101798043249,73.7,2.525728644308256,4.553876891600541,9.015662792972645,1.5107219394949427,1.252762968495368,2.2925347571405443,4.46909854108157,3.5,6.8,2.7,4.1,3
Russian Federation,RUS,4.12,0.2262157503511799,69.2,2.3978952727983707,4.584967478670572,9.278092474027002,2.7212954278522306,1.252762968495368,0.3364722366212131,4.55779447101359,9.1,9.3,5.7,5.9,0
Rwanda,RWA,0.0889999999999997,1.4586150226995167,64.6,4.168214410788556,4.59511985013459,6.335054251498059,1.2837077723447896,3.6402142821326553,4.192680462942962,4.603574814058785,6.2,8.8,7.9,7.8,1
Samoa,WSM,0.3289999999999999,0.5215372793609184,71.5,2.990719731730447,4.3694478524670215,8.146419323098003,1.0006318803079062,1.6863989535702288,1.7047480922384253,4.574888591595223,5.2,4.5,2.1,8.6,0
Saudi Arabia,SAU,2.371,0.0953101798043249,75.1,2.815408719422709,4.59511985013459,9.867912187022208,2.9014215940827497,1.308332819650179,1.2237754316221163,4.587846798834665,6.4,7.4,4.6,4.8,0
Senegal,SEN,0.2074,0.336472236621213,64.0,4.216562194946349,4.499809670330265,6.90875477931522,1.0473189942805596,2.4932054526026954,3.9945242269398897,4.314070546969404,6.2,6.3,7.800000000000001,6.5,0
